TXNid,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
TXNB0000252,161361,1.848743001,-0.277319354,-1.86952586,0.355583815,0.154099025,-0.69910446,0.044269576,-0.058307408,0.924056477,-0.740607474,0.787470457,0.353256972,-1.120104301,-1.204263972,-0.626501249,0.332372341,0.911608843,0.743552368,0.452192357,-0.071813906,-0.187985076,-0.518509898,0.073955803,-0.616293398,-0.116507822,-0.083072684,-0.02665627,-0.021651725,85.66
TXNB0000253,161361,-0.661869834,-1.129119666,-0.99533685,0.189441363,-3.856187051,3.296581169,4.069852836,-0.414986931,-0.869781749,-0.165266984,-0.962817455,-0.282100222,-0.464754487,-0.30972055,-1.917053512,-1.220692874,-0.458170546,1.646737292,0.24520018,-0.451603019,-0.84013871,-1.597330863,0.954403948,-1.282841828,-0.847803893,-1.097822857,0.49466405,-0.135292279,1006.98
TXNB0000254,161361,-1.176742018,0.905182462,0.804648582,-0.169994584,-0.953334533,-0.520538521,-0.495447114,0.88364626,0.137870514,-0.992575144,-1.618121284,-0.335860015,-0.888007479,0.526395269,0.249901512,0.325170257,0.048802633,0.422784733,0.147478223,-0.331990992,0.365941587,0.840408447,-0.176265946,0.093648318,-0.328443994,0.660508926,-0.248766909,-0.008288148,19.89
TXNB0000255,161361,2.018623588,0.110145715,-1.874957935,0.358831583,0.36834636,-0.957619839,0.121592005,-0.170530571,0.437520816,-0.337811779,1.035921972,0.329368681,-0.632154365,-0.530957893,0.344838798,0.497765879,0.196792716,1.13222493,-0.104009454,-0.216724607,0.221840562,0.75079527,-0.065289486,-0.484103919,0.230286653,-0.093872259,-0.006918697,-0.043389184,8
TXNB0000256,161362,-1.011539129,0.730369351,-1.709713472,-0.123722237,-0.899460415,-0.113294954,1.086059784,0.633761253,-0.152438532,-1.754584088,0.456238622,0.436857256,-0.715081529,-0.760645457,-0.900344656,0.476592834,1.249714278,0.976309651,0.678274278,-0.302608411,-0.030137156,-0.193814345,0.200313866,-0.525573594,-0.669627679,-0.140837266,-0.089663186,-0.144941256,296.9
TXNB0000257,161362,-0.712069357,-0.08302433,0.342313247,-1.939752333,0.889821635,-0.913745802,0.426979748,-0.186020672,-1.287863846,0.142995688,-1.601478503,-1.079179174,-0.521158933,0.244740499,-0.057276715,-1.147937154,-0.582899334,1.375578624,-1.467935285,-0.623409171,-0.110791598,0.017573082,-0.325537911,0.486286246,0.094796077,0.668057833,-0.082410489,0.144013683,8
TXNB0000258,161362,-0.225476451,0.764549886,0.648220625,-0.542046498,0.638132096,-0.490836139,0.880523651,-0.025885733,-0.536511081,-0.411141961,0.349349692,0.133277418,-0.900745675,0.574775548,-0.671642511,-0.006440186,-0.494208488,0.062540666,0.974318279,-0.097959025,-0.178287,-0.529152329,-0.093947588,-0.350681931,-0.493261078,0.242305936,0.079982571,0.136136165,1.98
TXNB0000259,161362,1.747568799,0.118333083,-0.133440856,3.373115055,0.655095077,2.197078375,-0.793183833,0.673396222,-0.678915133,1.476850583,0.527154759,0.378864252,0.019381577,0.173705159,0.052547449,0.91564276,-0.738943533,-0.505690345,-2.429390894,-0.337771909,0.286459936,0.923400069,0.200489067,-1.668184495,-0.446197832,0.109357669,0.052548257,-0.057428288,8.05
TXNB0000260,161364,2.059548944,-0.314202829,-0.691762195,0.220874196,-0.219727815,-0.16344313,-0.475396,-0.022685835,1.355049574,-0.159566203,-1.743932234,0.172937692,0.250173041,-0.09358032,0.729591123,0.495716911,-0.918328077,0.146019484,0.316452738,-0.198386382,-0.249472321,-0.557095923,0.245662615,-1.049157692,-0.290227059,-0.559576557,0.033900378,-0.041447039,5.95
TXNB0000261,161365,2.11328488,0.175734441,-1.922064734,0.285514187,0.720624835,-0.558748056,0.204664104,-0.227230781,0.463392431,-0.390647596,-0.978485737,0.205405598,0.608246862,-0.966287069,0.19586215,0.454251891,0.249853917,-0.184969593,0.255069285,-0.109129247,-0.395146048,-1.008347207,0.266901033,0.002240311,-0.170323592,0.20390495,-0.060520119,-0.034974381,1.98
TXNB0000262,161365,-0.150850446,1.193781738,-0.606791006,-0.389173226,1.336112338,-0.742764148,1.193698119,-0.466135814,0.121776713,-0.029528898,-0.353973822,0.643522132,1.605378632,-1.532547643,-0.193321481,-0.159966642,0.332826102,-0.434047282,0.184599309,0.28904686,-0.268386626,-0.237477477,0.213426028,0.556770666,-1.535506996,-0.02439646,0.345814595,0.222573595,9.99
TXNB0000263,161366,-0.002778054,0.861796213,0.366944563,-0.685252315,0.472357431,-0.843550744,0.943950367,-0.097381561,-0.393571486,-0.257157358,0.949634888,1.151442878,0.46179953,0.204338006,-1.171315448,0.049750051,-0.656928408,-0.351857177,0.167083988,0.001818836,-0.197135059,-0.396369939,0.05893818,0.085854647,-0.513656595,0.113238704,0.247562742,0.089277541,1.79
TXNB0000264,161366,-2.882050421,0.607502763,-0.808233961,-0.594842425,1.867273202,0.313201726,0.070826769,0.419228131,0.202681205,-0.305393368,0.00611856,0.378569963,0.274336862,-0.93635316,0.782546524,-0.60665022,1.38987426,-1.752116118,-1.140473999,-0.660644648,-0.310679777,-0.564957436,-0.780727294,-0.350850028,-0.655301089,0.129267597,-0.845520945,-0.640494464,0.89
TXNB0000265,161366,2.313012989,-1.446777795,-1.14481128,-1.940133841,-0.66721733,0.547245199,-1.390137097,0.076370162,-1.338312189,1.688774125,-0.142825509,-0.080088434,1.284424281,-0.562819571,-0.679625232,0.006213362,-0.209996118,0.717186517,0.413706351,-0.322809459,-0.155309825,0.059404245,0.147484133,-0.411698292,-0.141171822,-0.159738985,0.024278427,-0.05756423,15.6
TXNB0000266,161366,1.469449666,-0.015923324,-2.174962928,4.002789941,0.842193875,-0.944882196,1.504861178,-0.578959408,-1.631891098,1.49025946,-1.244192589,-0.615769777,-0.599274355,0.966900485,-1.109653271,0.132449308,-0.480513091,-0.586497768,-1.508485186,0.222859357,0.44230538,0.691580654,-0.399385759,0.081960393,0.568096157,0.332053677,-0.158785186,-0.03046202,287.54
TXNB0000267,161368,-0.743322182,-0.049891622,-0.129931929,-0.659655807,0.094905631,-0.063646252,2.122641607,-0.237787718,0.130023882,-1.527106375,0.568996549,-0.47538384,-1.793474675,-1.225911882,-0.989358095,0.238464717,0.635645362,0.965599185,0.27926816,0.546676307,-0.017539606,-0.329738679,0.442311029,-0.587721928,-0.122001438,-0.15844997,-0.141976274,-0.034822298,310.97
TXNB0000268,161368,-1.685279258,2.019775014,-0.969690003,-1.022017931,-0.119404659,-0.656901557,0.278825103,0.72372836,0.612510147,1.077638516,0.230178587,0.540049831,-0.759989007,0.531008382,-0.906154947,0.259708614,-0.510982156,-0.141200551,0.132671232,0.406678393,-0.359615751,-0.685534333,0.13154669,-0.515703373,-0.23534226,0.152818055,0.364459373,0.025015205,9.97
TXNB0000269,161368,1.968787325,-0.424489455,-0.197740213,0.47730454,-0.758737226,-0.386761904,-0.674191253,-0.009127067,1.17258864,-0.011333065,-0.611604595,0.633414646,0.467125417,-0.326444111,0.32395909,0.220229735,-0.393705868,-0.134694046,-0.396422272,-0.146713789,0.184898325,0.731211642,0.239571723,1.213714681,-0.299553099,0.508295883,-0.02151983,-0.03482412,11.5
TXNB0000270,161368,-0.21725792,1.006872883,0.086162061,-0.844051625,0.685950325,-0.540348763,0.907979512,-0.039912396,-0.190505756,0.041620978,0.664205497,1.100317044,0.640570472,0.093058858,-1.088989885,0.088444648,-0.768842051,-0.332977636,0.223882043,0.141596644,-0.248607661,-0.464370325,0.020339424,-0.387546903,-0.417961607,0.14891413,0.359441052,0.144099429,2.69
TXNB0000271,161369,-0.478609233,0.469697418,-0.903601624,-0.617355304,3.262529134,0.86214051,1.756996138,-0.720481344,-0.327398911,0.590233345,1.13425691,0.388889732,-0.138636174,0.369528395,0.448903818,-2.340996816,0.187610358,-0.889598698,0.708001407,-0.197985035,0.306522775,1.764224134,-0.875832187,-0.825985234,0.143523275,-0.12735709,-0.53216736,-0.607755462,25.5
TXNB0000272,161369,-0.405585976,1.063615504,-0.342366567,-1.048503905,0.873023432,-0.175935552,0.825358873,0.07446106,0.211274279,0.379810606,-0.122801668,0.302822735,-0.316340994,0.195421397,-0.902905233,0.324156092,-0.971313358,0.012882543,0.464257431,0.22691378,-0.336787631,-0.704131245,-0.033590557,-1.12240182,-0.306905005,0.200406714,0.451716385,0.207513122,7.23
TXNB0000273,161370,1.473127434,-0.925502376,-0.504958279,1.559014352,-0.825592177,-0.448383493,-0.096557408,-0.044484106,0.997666236,0.076342638,-1.035964522,-0.155726478,-1.033552579,0.312968432,0.615759572,0.364167843,-0.516943544,-0.120315241,-0.562053663,0.157848486,-0.075624219,-0.699599655,0.194253256,-0.112194832,-0.527892019,-0.999910086,0.003180296,0.014446153,250
TXNB0000274,161370,1.893127513,0.297782066,-0.209760323,3.735056575,0.191516685,0.648027533,-0.326935711,0.229901068,-0.258598326,1.338309507,-1.830692361,-0.766140635,-1.149734952,0.066910072,-0.915859597,1.112827729,-0.75737139,-0.501936334,-1.119950044,-0.325050813,-0.450387107,-1.343829178,0.505249028,0.332704628,-0.541171733,-0.523210362,-0.012755631,-0.0263718,10.59
TXNB0000275,161371,2.034369357,0.028015539,-1.085186955,0.442054276,-0.031329728,-1.208210775,0.308794609,-0.391565106,0.611316139,-0.129790317,-0.590027186,1.032255037,0.909316274,0.16686991,0.072091543,-0.390756173,-0.351060151,-0.77471544,0.168656022,-0.181621852,-0.241319605,-0.503427073,0.278285926,0.037557498,-0.088406648,-0.590062669,-0.005677402,-0.046176852,9.99
TXNB0000276,161371,-0.270722122,0.676542172,0.817701505,-0.408739406,-0.500964544,-0.521044926,-0.099794197,0.428307737,0.545586404,-1.081907108,-1.333723646,0.492491531,0.470345701,-0.081057057,-0.048985259,0.216741854,-0.488784951,0.343301642,-0.414247785,-0.262600399,0.31332086,0.975254062,-0.092593378,0.004601281,-0.302642408,-0.284873505,-0.007389418,-0.005855887,9.99
TXNB0000277,161371,-2.439778598,-1.603285762,0.535125483,0.326401228,0.135342575,-0.554043123,-0.061881567,0.624051947,0.352526271,-1.016731567,-1.263077649,-0.264812909,-0.448443426,0.528342511,1.397754391,0.034979092,-0.214599103,0.971663983,0.390306966,1.105893985,0.583951721,0.63958439,0.386984381,0.706240871,0.164168878,-0.449806921,0.241830285,-0.104244468,275
TXNB0000278,161372,-0.196706536,0.956744657,-0.852396873,-1.009665766,1.725673534,1.240695867,0.56496224,0.548555962,0.027324434,-0.468093057,1.00248019,0.231253577,-0.771212732,-0.69574468,-0.035913321,-0.156521955,0.758902224,-0.795003534,-0.807544341,0.031633752,-0.287726969,-0.576270796,0.109111849,-1.072403526,-0.560912866,0.23106283,0.36911368,0.115251459,2.28
TXNB0000279,161372,2.082940964,-0.418617962,-2.160277259,0.455834849,0.31605757,-0.859686245,0.365950703,-0.394725458,-1.040908616,1.178058406,-1.462388645,-0.843845511,-0.81275066,0.853997792,0.221221669,-1.741399267,-0.255193789,1.202686037,-1.03125075,-0.583838356,-0.238476668,-0.343340326,0.01983087,0.402477217,0.362152772,-0.503364611,-0.031146153,-0.045269619,72.18
TXNB0000280,161372,-4.619238845,-0.216990478,0.330537719,-0.355105585,-0.018282038,-0.270036886,-0.464505195,0.837635548,0.45817135,-0.168176664,0.587963855,0.970456546,0.069477869,0.261202063,0.017569593,0.72869613,-0.593030475,0.450270688,0.573220636,-1.815249856,-0.524153442,-0.20798294,0.958637973,0.752047703,0.652817602,-0.626904017,-1.661474031,-0.589246314,4.75
TXNB0000281,161373,-0.735083775,-1.116133772,-0.929065791,1.122076626,2.741737469,-2.071017096,-0.126065249,-0.259422634,-0.904019037,0.547774915,0.817285347,0.751608846,0.477875758,1.131968563,0.779852593,-1.533542878,0.295150836,0.578883113,3.14852805,0.728515914,0.551054354,1.225051066,0.267974942,-0.240452747,-0.969858,0.459368343,0.205674799,0.302257804,20
TXNB0000282,161374,1.928307396,-0.217410288,-1.184326558,0.241025145,0.478829159,0.341554527,-0.080396322,0.127239536,0.557479976,-0.064625898,-0.106800507,0.610996731,-0.145326372,0.394347014,0.877944509,-1.027412902,0.600115132,-2.284956929,-0.990280657,-0.336900731,-0.206137386,-0.352281173,0.430712602,-1.037786171,-0.531017982,0.296653158,-0.01827201,-0.072098611,1
TXNB0000283,161375,-0.219396419,0.935881877,-0.487490453,-1.169499963,1.292327943,-1.080218641,1.704504479,-0.340070027,-0.533633547,-0.813819218,-1.152038248,-0.895186698,-1.451697338,0.966274682,0.167330174,-0.599953552,-0.285638212,-0.235938422,-0.029841553,-0.171555836,0.221147981,0.568994411,-0.358700205,0.625870763,0.317811676,0.177520377,0.042010152,0.130432793,24
TXNB0000284,161375,2.243312507,-0.595684783,-1.498219177,-1.02000208,-0.189718772,-0.921614201,-0.270392662,-0.40795137,-0.7392954,0.833432399,-0.520667595,0.010047467,1.57962221,-0.258613369,0.231875455,0.880146041,0.004696964,-1.392671811,0.470770519,0.087923095,0.43515994,1.304069831,-0.009222761,0.759457387,0.28376674,0.035221884,-0.035591642,-0.056684648,15
TXNB0000285,161376,-0.011624172,0.640412891,0.868046398,-0.505278841,0.261938382,0.223098004,0.239049295,0.150876938,0.2251417,-0.414323322,0.822471463,1.232970466,0.685336704,-0.056341355,-0.326394369,0.081963406,-0.76735163,0.372927819,0.445735245,-0.091403603,0.069400748,0.26802381,0.261459245,0.683742116,-1.5679009,-0.816674029,0.18578105,0.283020642,2.49
TXNB0000286,161377,-2.022980607,-0.758233481,1.270012369,-0.220250951,1.014403533,-1.4508647,-0.615831342,0.479434026,-0.054690665,-1.211277794,-0.819944564,1.030243476,1.430584918,0.125590793,0.517121756,0.313159111,-0.541335333,-0.097456804,-0.393873819,0.343598305,0.140744947,-0.254652624,-0.074129131,-0.006807973,-0.282975234,-0.632004549,0.066330582,-0.188273593,1
TXNB0000287,161377,2.145833165,0.053622944,-2.167787928,0.268498813,0.685409765,-1.074857541,0.617084458,-0.422557708,0.243140142,0.180410904,-1.123161313,-0.130126216,-0.599367632,0.662256508,-0.225200408,-0.541316154,-0.156052004,-0.615658918,0.219081885,-0.244496334,0.072915419,0.36238979,-0.012981325,0.645466069,0.406833073,0.691690177,-0.121386463,-0.081358788,0.76
TXNB0000288,161378,-1.255205865,0.779215956,0.240702058,-1.403234809,2.640758914,4.815477348,0.418170145,-1.706223682,2.621765937,3.141545072,0.446304845,-0.626561996,-0.168433362,-2.14720233,1.527660972,-0.705712639,-1.293595512,-0.070652549,0.468249568,0.147925414,0.800513615,0.619196648,0.187040497,0.697553594,-2.165823625,-0.30164441,-3.29838426,-1.701533823,25.6
TXNB0000289,161378,2.121664265,-1.735693506,0.185028561,-1.465420975,-2.097874992,-0.20312815,-1.837623003,0.09926839,-0.879591738,1.617962318,0.734575075,0.242012237,0.860310703,-0.792316119,-0.66779839,0.050414362,0.089628126,0.694811567,-0.090110309,-0.33224512,-0.06394729,0.296077192,0.316156831,0.0589008,-0.589771291,-0.275278195,0.059778685,-0.032716867,45
TXNB0000290,161378,2.093753809,-0.945175968,-1.696053313,-1.162830232,-0.097193717,-0.398250251,-0.321973012,-0.262625215,-0.855508296,0.972973912,0.441802276,0.330928438,1.350400167,-0.047207913,-0.328624606,1.295424138,-0.469177407,-0.655387796,0.94754242,0.222231379,0.499182978,1.323678744,-0.215951889,-0.931392773,0.280292028,0.10898383,-0.044779396,-0.069613744,88.7
TXNB0000291,161378,2.030241605,-0.266030503,-1.171140873,0.569112926,-0.209434569,-0.962844531,0.05568036,-0.266930755,0.895927574,0.037997702,-1.126498067,0.178052169,-0.566536507,0.152623316,-0.570137833,-0.564151345,0.046834279,-0.588368917,0.057429679,-0.257429481,0.131825197,0.667190177,0.006649648,0.06663286,0.171643781,0.729414657,-0.069398647,-0.071909898,12.36
TXNB0000292,161379,-0.728428794,0.267117769,0.51050472,0.84154951,1.479887565,-0.067539764,0.590590984,-0.202014088,-0.077048625,0.367693616,0.40015621,0.307668739,-0.839723464,0.132761001,-1.1738824,-0.859337925,-0.243385257,0.414078327,0.799437649,-0.269553944,0.25152551,1.163521439,-0.48463571,0.755075598,-0.213835056,-0.423742404,-0.107088119,-0.035781625,20
TXNB0000293,161379,-1.887725599,-0.802849661,1.051117335,-1.14928505,0.343615933,-1.069020649,-0.292689761,0.407261045,-1.973783236,-0.187893562,0.558397093,0.926413236,1.044639901,0.334966267,-0.96300868,-1.320399606,-0.141507253,1.511543556,-0.520181313,-0.030800925,-0.083166984,-0.384227819,-0.254711951,0.120947331,0.556582946,0.716126054,-0.132935868,-0.222002674,53.4
TXNB0000294,161379,2.122315601,-0.962503151,-2.525939746,-1.676110073,1.626629599,3.408812158,-1.529460587,0.941478462,-0.095372229,0.098202839,0.432728348,-0.730842218,0.038616385,-1.914195209,0.747111426,1.589711853,1.288716323,-0.577996226,0.075622452,0.112909413,0.238220908,0.661569107,0.14210325,0.604128307,-0.112562915,-0.067313903,0.048172536,-0.01758395,19.95
TXNB0000295,161379,2.059462978,0.564049655,-2.358346311,1.457344647,1.037615843,-0.987555947,0.679705298,-0.355059986,0.124168604,-0.351692794,-0.681927352,-0.00642619,-0.19704797,-1.022569342,-0.372303751,-0.141817724,0.902945087,0.147141942,-0.316908056,-0.225573434,-0.055198774,0.061602565,-0.005899528,0.540487474,0.515182863,-0.520206751,-0.002763093,-0.023716757,1
TXNB0000296,161379,1.859337915,-1.182507521,-0.972739041,-0.643168621,-0.198439319,1.175404376,-0.900193554,0.363369859,-0.44508319,0.846766194,1.024168917,0.950937109,0.434107728,0.147504077,0.288794682,-2.007367528,0.360191519,0.120559133,-1.589616806,-0.541393545,-0.208321006,-0.028574626,0.275026991,-1.408862421,-0.607576541,0.652254061,0.006390926,-0.064958709,74.2
TXNB0000297,161380,2.010053406,-0.464422231,-0.81399072,0.035571268,0.102069798,0.843896946,-0.75895854,0.242858522,1.187729071,-0.026951325,-0.135305305,1.083409772,0.781310673,-0.183885536,-0.115159722,0.52942506,-1.142006824,0.926169754,0.401479149,-0.116209236,0.180607165,0.742354353,0.00846373,-0.370927712,0.039983242,-0.196185474,0.038260546,-0.049783916,9.99
TXNB0000298,161380,0.067289647,0.957188435,-0.664327709,-1.247444525,1.383689945,-1.249239265,1.792893146,-0.539220687,-0.426163328,-0.080398575,0.520863521,0.140913767,-0.780311407,0.779618677,-0.779513864,-0.440656567,-0.844202441,0.240307984,0.281746493,-0.023370602,0.21786279,0.971802186,-0.343936228,-0.293123919,-0.339668559,0.061561982,0.226172705,0.031052519,0.77
TXNB0000299,161381,2.111476268,0.015630851,-1.329968744,0.242902393,0.297179971,-0.790533859,0.249636936,-0.357322864,0.411584045,0.039835048,-1.159524399,0.833276755,1.355986296,0.000987586,-0.037901199,0.041438295,-0.606195814,-0.787789283,0.398618219,-0.126621321,-0.321128839,-0.730559995,0.240573302,-0.622668264,-0.166609129,0.23484599,-0.064019489,-0.064398204,1.98
TXNB0000300,161381,-0.053274924,-0.526492884,-0.094998946,-1.903726521,1.043863766,-1.017815141,0.533672862,-0.393900276,-0.91059053,0.366476688,-1.312874507,-1.308193986,-0.599100738,-0.186871286,-0.709816274,0.660503758,0.042082061,-1.495954096,0.751326924,0.220516893,0.151295824,0.355122769,0.14020919,0.459393167,-0.862294152,-0.507521075,0.010718336,0.023890877,30.48
TXNB0000301,161382,0.017281336,0.521297658,-1.189165827,-1.723921619,2.939267477,3.395798873,0.33606781,0.925853873,-0.165493293,-0.387986112,-0.199772147,0.032623533,-0.37357195,0.354998799,0.041991117,-0.1545519,-0.482388896,-0.840914861,-0.206940507,0.03290175,-0.263177312,-0.717471782,0.11808943,0.688128349,-0.458381358,0.161855738,0.263833924,0.090764272,4.56
TXNB0000302,161382,1.890009295,-0.366498448,-0.767176513,0.171639299,-0.470324625,-0.939373265,-0.090460022,-0.099956813,0.377891693,0.249245252,1.149610378,0.677124969,-0.709152551,0.695173355,0.228513254,0.639381348,-0.744679339,-0.245340786,0.260632693,-0.124150857,-0.375332009,-1.294087652,0.511903947,0.008992294,-0.810183674,-0.008193374,-0.086724665,-0.049052799,60.29
TXNB0000303,161382,-0.861927964,-0.264729103,1.077549854,-2.220763076,-0.419077536,-0.093904171,-0.772287776,0.662030694,-0.968410553,-0.333270004,0.39522197,0.186869981,0.412453349,-0.330903245,-1.422434324,1.65620268,-0.245318312,-0.358517408,0.016155264,0.038237701,0.643744266,1.577078613,-0.217887363,0.82656847,-0.184808327,-0.170037134,0.034637638,0.040265439,14.31
TXNB0000304,161384,-0.601709351,0.457851056,-0.652343325,-1.49725224,2.41374291,1.230661963,1.162372755,0.41663132,-0.792097241,-0.826683555,1.230176004,0.054604559,-1.590995836,1.277829047,0.554880181,-1.543290314,0.534024964,-1.501361413,-1.110666087,-0.211106303,0.384050065,1.070471231,-0.244656126,-0.976498555,0.101668781,0.312717458,0.087039907,0.099905273,31.07
TXNB0000305,161385,-1.30302704,0.160084792,0.87119284,-0.220488272,0.069561,-0.795088368,0.382015275,0.400740481,-0.317916673,-1.096364744,-1.225854981,-0.207316969,-0.510902567,0.44116539,0.116466737,0.189754377,-0.17840496,-0.177733988,-0.215400571,0.121547542,0.072604605,-0.269179219,-0.115542932,-0.085049631,0.704342799,0.362609504,-0.244977338,-0.222717388,89.95
TXNB0000306,161385,1.784694765,-0.667134415,-1.591122268,-0.225825942,0.883908501,1.546481206,-0.258659897,0.395205364,0.807507089,-0.223369972,0.796825656,1.403721339,0.212763837,0.278709504,-0.148786657,-0.964244849,0.186136281,-1.26390662,-0.177866302,-0.101702948,-0.035524802,0.035992721,0.167564881,-0.919569262,-0.216141409,-0.016288473,0.003299929,-0.062865296,80.56
TXNB0000307,161386,2.059497701,0.323913385,-1.775378539,0.504706723,0.374023783,-1.422195943,0.382129562,-0.471730596,0.375409761,-0.558679616,-0.201135975,0.772651632,1.47831665,-1.131090645,0.759341219,0.210796342,0.339598127,0.41473995,-0.40366193,-0.096170916,0.19966565,0.816305805,-0.061697552,-0.142737688,0.320854399,-0.099623735,0.007420145,-0.026435562,7.83
TXNB0000308,161386,-0.124671084,1.964267343,0.650509323,4.167325732,1.036394048,0.809605768,0.812181938,0.044463566,-1.942361191,1.954892726,-1.234050396,-0.33775547,0.994968255,0.081820875,0.302913047,-0.296116289,0.050096539,-0.300900794,1.446790222,0.481228282,-0.248279234,-0.435126267,0.096346854,0.441911259,-0.796500776,0.022026125,0.581268738,0.344524137,3.96
TXNB0000309,161386,-3.070945567,-3.001914477,0.697684528,-1.925005815,-0.966145615,-0.932498628,0.629831261,0.404341341,-0.662692917,-1.418205886,-1.508316839,-0.354019068,-0.628906843,0.257506131,-0.390456127,-1.354628252,0.213344174,0.90746943,-0.812097054,0.880038363,-0.314128712,-2.046074648,1.063511865,-0.126234081,0.294403285,0.213370292,-0.269177436,-0.27052642,479.76
TXNB0000310,161386,-0.588427754,0.758092862,1.976212658,-0.137543839,-0.445307567,-0.855362556,0.527490114,-0.344897101,0.719487294,-0.222756729,-0.088087327,0.798439068,0.877746735,-0.720296563,0.214243147,-0.588491932,-0.246580442,0.008089937,-0.218500917,0.103948137,0.334559806,1.449493089,-0.236997181,1.001477316,-0.359665638,-0.219819272,0.043405529,0.023906133,11.43
TXNB0000311,161386,2.329776418,-0.470257999,-2.690317124,-0.986631137,0.42316963,-1.563816776,0.490795905,-0.6720336,-0.979298622,0.946141431,-1.364316199,-1.005964676,-0.184503389,0.439507728,-0.470136747,0.266150597,0.316072307,-1.516875367,1.007974904,-0.049681485,0.435064535,1.326656153,-0.319345521,-0.555770721,0.847467752,0.340709214,-0.09907474,-0.098978687,20
TXNB0000312,161387,2.029137025,-0.120426694,-2.342236851,0.074235108,1.319003729,0.452374731,0.356649015,0.026711224,0.292425444,0.056458428,-0.68459411,-0.102969115,-0.934613141,0.797717876,0.584723589,-1.352895284,0.630982112,-1.869800088,-0.787303686,-0.353922761,0.139818932,0.646252878,0.0554697,-0.501814769,0.202665597,0.794771023,-0.073854524,-0.09434395,0.76
TXNB0000313,161387,-7.019051942,4.269539617,1.563942048,-1.571722165,-1.028063857,1.845536162,0.740146718,-2.257752628,7.404126138,12.1534143,1.158606308,0.422950901,0.86454013,-6.017856716,-1.265433595,-3.548272333,-1.168983009,1.410607306,-0.287696185,4.089605426,-1.105360414,-0.14661639,-0.474600566,-0.564067496,1.798422801,-0.365864878,1.282535402,-0.546384438,20
TXNB0000314,161388,0.120676524,0.986778202,-0.53512308,-0.149926548,0.663496445,-1.381504361,1.012368186,-0.255627463,0.06018958,-0.769533401,-0.635492517,-0.458324041,-0.364256049,-0.771428306,0.72970932,0.058447756,0.434058999,0.760439182,-0.176410676,0.052570922,0.266271944,0.96964157,-0.157347416,-0.10090054,-0.319853004,-0.136689648,0.37925592,0.191830977,19.98
TXNB0000315,161389,-1.10336686,-1.1600137,-1.575376128,-1.274850495,-0.103025365,0.842837695,3.292357212,-0.363195275,-2.288175783,-0.406540214,-0.636729211,-0.442647452,0.135461627,0.720475566,0.0157932,-3.127210832,0.902126441,-0.429394239,-2.0070018,0.626970416,0.423555781,0.881278796,1.018638884,-1.109446752,0.241280034,1.037188635,-0.100666018,0.165170129,588.56
TXNB0000316,161390,-1.206508252,1.179670983,0.609388434,0.002022694,-0.48874549,-0.750914309,0.191886495,0.046767509,0.918621328,-0.577169921,-0.323136183,0.084967699,-0.022150453,-1.584755723,0.545932739,0.0544522,0.804491089,0.665219385,-0.308456977,-0.111407682,0.237541243,0.873379833,-0.290307434,0.334637435,-0.001494192,-0.182868204,-0.609682422,-0.134203216,33.15
TXNB0000317,161390,1.551550304,-1.518270942,-2.791084254,-0.114775459,-0.193852481,-1.59537702,1.040026065,-0.754267078,-1.14437798,0.875799159,-1.072829577,-0.387317221,-0.258248734,0.842518471,-0.253921046,-2.266978441,0.256018629,0.645269249,-0.826572617,0.06856725,0.112799916,0.141959127,-0.407834375,-0.000343013,0.353261019,0.989561014,-0.189366127,-0.03086214,371.4
TXNB0000318,161391,-0.21520911,0.548518712,1.35774154,2.839959926,0.696145075,1.743171558,0.945876879,0.098668163,-0.655317349,0.625705895,-2.249042324,-0.006759793,1.123208701,-1.092342207,-2.095144161,0.870840737,-1.099511426,-0.285151937,-1.230568505,0.241675761,-0.068624568,-0.09028727,0.503944477,-0.029956489,-1.364825213,-0.526634945,0.093138832,0.079565827,151.28
TXNB0000319,161391,-0.250068724,-1.281726174,0.976684616,-2.804653951,-0.927324162,-0.507120185,0.226483279,-0.252854919,-1.884750782,0.950447385,0.48701064,-0.587343971,0.029824995,-0.602384448,-1.561254294,-0.140579112,-0.209076599,0.633004955,-0.707130569,-0.023874332,0.094511816,0.539818281,0.372707645,0.026874504,-0.879037994,-0.459526625,0.002533266,0.001464287,158
TXNB0000320,161392,1.24790804,-0.643581508,-2.588824694,1.889307376,0.485298194,-1.097744059,1.285748442,-0.541816554,-0.092985872,-0.566508874,-0.090076366,0.649414927,0.692203455,-1.081909107,-0.455942067,-0.271944067,1.039025837,-0.038673253,-0.633796731,0.636869344,0.231022414,0.011881407,-0.312023355,1.069871242,0.333307238,-0.596159195,-0.072342295,0.053257953,403.81
TXNB0000321,161392,2.280942764,-1.479916078,-0.580903494,-1.442203733,-1.687068384,-0.870343649,-1.350224579,-0.12211699,-0.839139483,1.587352059,-1.190162717,-1.423899869,-0.82811597,-0.285977252,0.113863252,-0.44262488,0.573456354,0.07297838,-0.281826077,-0.541009484,-0.156720858,0.045212375,0.288318113,-0.068432001,-0.339555923,-0.168080819,0.022834587,-0.048873968,8.7
